DLC,DATA0,DATA1,DATA2,DATA3,DATA4,DATA5,DATA6,DATA7,ATTACK_TYPE
8,1e,80,0,ff,21,80,0a,10,Normal
8,0,0,0,0,2,20,2a,29,Normal
8,1a,80,0,ff,31,80,0b,7c,Normal
8,11,80,0,ff,30,80,0c,95,Normal
8,e0,7f,0,0,34,7f,0c,89,Normal
8,0d,80,0,ff,19,80,0d,39,Normal
8,e9,7f,0,0,1f,7f,0d,ab,Normal
8,0,0,0,0,4,0f,2d,a9,Normal
8,5,80,0,0,1e,7f,0e,a1,Normal
8,12,80,0,ff,ff,7f,0f,32,Normal
8,13,80,0,ff,13,80,1,12,Normal
8,18,80,0,ff,16,80,3,94,Normal
8,0e,80,0,0,4d,7f,3,e1,Normal
8,19,80,0,ff,2a,80,4,b8,Normal
8,19,80,0,ff,35,80,5,3b,Normal
8,0,80,0,0,3a,7f,5,6c,Normal
8,16,80,0,ff,2c,80,6,db,Normal
8,0,0,0,0,18,8,27,90,Normal
8,9,80,0,ff,8,80,8,ae,Normal
8,0,80,0,ff,10,80,0a,0f,Normal
8,2,80,0,ff,12,80,0b,ab,Normal
8,2e,80,0,0,4f,7f,0c,36,Normal
8,19,80,0,ff,1a,80,0d,65,Normal
8,2e,80,0,0,51,7f,0d,3a,Normal
8,1e,80,0,ff,1d,80,0e,46,Normal
8,1a,80,0,ff,0e,80,0f,a6,Normal
8,11,80,0,ff,f8,7f,0,e4,Normal
8,e0,7f,0,0,38,7f,0,1f,Normal
8,0,0,0,0,6,21,20,b1,Normal
8,0e,80,0,ff,f5,7f,1,99,Normal
8,0b,80,0,ff,6,80,2,cf,Normal
8,0b,80,0,ff,8,80,3,db,Normal
8,10,80,0,ff,f4,7f,4,c7,Normal
8,19,21,22,30,8,8f,6b,2a,Normal
8,13,80,0,ff,e8,7f,5,2f,Normal
8,0a,80,0,ff,14,80,9,46,Normal
8,0,0,0,0,18,27,29,e0,Normal
8,0e,80,0,ff,1a,80,0a,1,Normal
8,0e,80,0,0,3d,7f,0a,5c,Normal
8,17,80,0,ff,1d,80,0b,a0,Normal
8,25,80,0,0,45,7f,0b,5f,Normal
8,1f,80,0,ff,1a,80,0c,ab,Normal
8,20,80,0,0,4e,7f,0c,b8,Normal
8,22,80,0,ff,10,80,0d,89,Normal
8,0,0,0,0,2,29,2d,6c,Normal
8,21,80,0,ff,8,80,0e,5d,Normal
8,fb,7f,0,0,63,7f,0e,cd,Normal
8,f2,7f,0,0,63,7f,0f,5f,Normal
8,e9,7f,0,0,4f,7f,0,52,Normal
8,16,80,0,ff,26,80,1,87,Normal
8,16,80,0,ff,18,80,2,81,Normal
8,0,80,0,0,20,7f,2,28,Normal
8,5,22,48,0a,22,1e,0,6f,Normal
8,16,80,0,ff,19,80,9,c1,Normal
8,1a,80,0,ff,1a,80,0a,d1,Normal
8,0,0,0,0,4,22,2a,b4,Normal
8,1e,80,0,ff,0b,80,0b,32,Normal
8,19,80,0,ff,7,80,0d,f8,Normal
8,f2,7f,0,0,2d,7f,0d,0c,Normal
8,19,80,0,ff,13,80,0e,c1,Normal
8,9,80,0,0,31,7f,0f,b1,Normal
8,1f,80,0,ff,5,80,0,a9,Normal
8,1d,80,0,ff,4,80,1,81,Normal
8,e5,7f,0,0,40,7f,2,55,Normal
8,10,80,0,ff,1b,80,3,c3,Normal
8,0,80,0,0,3a,7f,4,71,Normal
8,0d,80,0,ff,9,80,5,c9,Normal
8,9,80,0,ff,1b,80,6,9c,Normal
8,8,80,0,ff,2c,80,7,7e,Normal
8,0,0,0,0,4,3,27,0c,Normal
8,9,80,0,ff,23,80,8,1e,Normal
8,9,80,0,ff,15,80,9,2e,Normal
8,0,80,0,0,3e,7f,9,f6,Normal
8,13,80,0,ff,1f,80,5,6c,Normal
8,19,21,22,30,8,8f,6b,3b,Normal
8,0,80,0,0,20,7f,0b,dd,Normal
8,1e,80,0,ff,f0,7f,2,8e,Normal
8,fb,7f,0,0,1a,7f,2,9a,Normal
8,e9,7f,0,0,1f,7f,5,43,Normal
8,f2,7f,0,0,31,7f,0c,3,Normal
8,0,0,0,0,2,29,29,18,Normal
8,20,80,0,0,3d,7f,5,89,Normal
8,23,80,0,ff,13,80,0e,7f,Normal
8,20,80,0,ff,12,80,0f,0a,Normal
8,25,80,0,0,3e,7f,3,7f,Normal
8,0,0,0,0,4,3,23,78,Normal
8,19,80,0,ff,1b,80,4,1f,Normal
8,15,80,0,ff,15,80,8,31,Normal
8,f2,7f,0,0,5b,7f,0e,66,Normal
8,19,22,22,30,8,8f,6b,18,Normal
8,18,80,0,ff,2f,80,1,5,Normal
8,0f,80,0,ff,1f,80,0a,d5,Normal
8,5,80,0,0,16,7f,1,16,Normal
8,0e,80,0,ff,19,80,2,65,Normal
8,0,0,0,0,4,22,22,5c,Normal
8,1f,80,0,ff,1c,80,4,46,Normal
8,1,80,0,ff,1a,80,0b,40,Normal
8,17,80,0,0,2e,7f,0b,e3,Normal
8,11,80,0,ff,ff,7f,0d,ef,Normal
8,15,80,8,ff,5,80,5,df,Normal
8,0,80,0,0,1d,7f,5,d6,Normal
8,5,22,34,0a,22,1e,0,6f,Normal
8,f7,7f,0,0,2b,7f,0c,20,Normal
8,5,80,0,0,4f,7f,1,ed,Normal
8,10,0,0,0,0c,23,28,77,Normal
8,1b,80,8,ff,2e,80,0f,bc,Normal
8,1a,80,8,ff,30,80,0,4b,Normal
8,25,80,0,0,40,7f,3,3e,Normal
8,5,80,0,0,56,7f,1,76,Normal
8,fb,7f,0,0,0c,7f,7,ee,Normal
8,0,0,0,0,4,20,20,fe,Normal
8,11,80,8,ff,16,80,5,22,Normal
8,19,80,8,ff,2,80,8,6f,Normal
8,10,0,0,0,2,20,29,b7,Normal
8,10,80,8,ff,18,80,8,f7,Normal
8,10,0,0,0,6,20,28,ac,Normal
8,19,80,8,ff,22,80,0b,78,Normal
8,17,80,0,0,4f,7f,0b,3c,Normal
8,10,0,0,0,0a,0,2f,80,Normal
8,fb,7f,0,0,3f,7f,5,70,Normal
8,10,0,0,0,0c,32,25,0e,Normal
8,50,0,0,0,0c,14,20,79,Normal
8,1a,80,8,ff,8,80,6,21,Normal
8,50,0,0,0,18,8,26,ea,Normal
8,1f,80,8,ff,9,80,7,87,Normal
8,25,80,0,0,17,7f,7,b8,Normal
8,50,0,0,0,1a,33,27,bb,Normal
8,db,7f,0,0,54,7f,0d,27,Normal
8,10,80,8,ff,0e,80,0,2,Normal
8,9,80,0,0,4b,7f,0,4d,Normal
8,50,0,0,0,8,28,20,c9,Normal
8,13,80,8,ff,22,80,3,f8,Normal
8,50,0,0,0,10,33,24,93,Normal
8,12,80,8,ff,18,80,5,cc,Normal
8,50,0,0,0,12,23,25,39,Normal
8,0e,80,0,0,5e,7f,0f,e9,Normal
8,50,0,0,0,8,29,2f,3e,Normal
8,1a,80,8,ff,1,80,1,f1,Normal
8,12,80,8,ff,1b,80,4,5d,Normal
8,50,0,0,0,14,20,25,e8,Normal
8,50,0,0,0,4,22,29,f4,Normal
8,50,0,0,0,6,26,2a,fd,Normal
8,13,80,8,ff,8,80,0c,7c,Normal
8,50,0,0,0,0a,20,2c,0c,Normal
8,11,80,8,ff,9,80,0e,73,Normal
8,50,0,0,0,10,27,2f,c5,Normal
8,50,0,0,0,12,33,2d,65,Normal
8,15,80,8,ff,30,80,2,2d,Normal
8,0d,80,8,ff,1c,80,0a,94,Normal
8,10,80,8,ff,fb,7f,1,5f,Normal
8,50,0,0,0,0c,32,21,a4,Normal
8,50,0,0,0,4,0,26,a2,Normal
8,0e,80,8,ff,31,80,0c,88,Normal
8,50,0,0,0,0e,33,2d,77,Normal
8,16,80,8,ff,f7,7f,0,9b,Normal
8,50,0,0,0,22,8,27,d0,Normal
8,50,0,0,0,0a,26,2d,a4,Normal
8,5,80,0,0,1a,7f,3,26,Normal
8,50,0,0,0,16,22,23,3d,Normal
8,f2,7f,0,0,42,7f,9,ae,Normal
8,50,0,0,0,4,25,29,0d,Normal
8,0b,80,8,ff,0d,80,0c,9e,Normal
8,9,80,8,ff,29,80,4,fa,Normal
8,50,0,0,0,4,0,20,ec,Normal
8,17,80,8,ff,1d,80,3,3f,Normal
8,9,80,0,0,60,7f,3,da,Normal
8,50,0,0,0,6,33,23,dd,Normal
8,18,80,8,ff,1b,80,4,35,Normal
8,50,0,0,0,8,22,24,7f,Normal
8,16,80,8,ff,f8,7f,8,f5,Normal
8,50,0,0,0,10,28,28,35,Normal
8,16,80,8,ff,0b,80,0c,c4,Normal
8,50,0,0,0,4,20,2f,22,Normal
8,18,80,8,ff,13,80,4,39,Normal
8,50,0,0,0,2,20,28,74,Normal
8,16,80,8,ff,0c,80,0a,0,Normal
8,50,0,0,0,12,0,20,f1,Normal
8,0b,80,8,ff,28,80,7,e8,Normal
8,0d,80,8,ff,2c,80,0b,a1,Normal
8,50,0,0,0,14,13,2c,8,Normal
8,50,0,0,0,16,3,2d,a2,Normal
8,50,0,0,0,18,8,2e,2,Normal
8,50,0,0,0,24,0,24,a8,Normal
8,1f,80,8,ff,fc,7f,7,c7,Normal
8,20,80,8,ff,20,80,0a,3f,Normal
8,50,0,0,0,0c,29,2a,51,Normal
8,50,0,0,0,1a,0,21,e0,Normal
8,1b,80,0,0,3e,7f,0a,5d,Normal
8,17,80,8,ff,12,80,0b,51,Normal
8,20,80,0,0,30,7f,0c,f9,Normal
8,1f,80,8,ff,ff,7f,2,22,Normal
8,50,0,0,0,6,26,22,15,Normal
8,1e,80,8,ff,4,80,4,78,Normal
8,50,0,0,0,0c,20,25,fc,Normal
8,50,0,0,0,2,13,2d,8,Normal
8,50,0,0,0,16,20,27,d1,Normal
8,16,80,8,ff,5,80,3,76,Normal
8,50,0,0,0,8,21,27,8c,Normal
8,0f,80,8,ff,10,80,0c,6a,Normal
8,17,80,8,ff,24,80,6,fd,Normal
8,50,0,0,0,0e,29,27,d3,Normal
8,12,80,8,ff,5,80,2,2,Normal
8,19,80,8,ff,18,80,6,de,Normal
8,1f,80,8,ff,1a,80,0b,8f,Normal
8,5,80,0,0,22,7f,0c,b9,Normal
8,50,0,0,0,2,20,2c,0,Normal
8,16,80,8,ff,19,80,0,43,Normal
8,10,80,8,ff,26,80,3,19,Normal
8,0d,80,8,ff,0e,80,7,0e,Normal
8,50,0,0,0,6,33,2b,35,Normal
8,0e,80,0,0,24,7f,0c,89,Normal
8,50,0,0,0,0a,21,2d,5d,Normal
8,16,80,8,ff,4,80,0e,78,Normal
8,50,0,0,0,0c,23,2e,e7,Normal
8,50,0,0,0,16,20,23,a5,Normal
8,50,0,0,0,8,20,29,66,Normal
8,15,80,8,ff,10,80,0a,f5,Normal
8,0f,80,8,ff,2c,80,0e,72,Normal
8,50,0,0,0,0a,0,2f,5e,Normal
8,18,80,8,ff,1b,80,4,35,Normal
8,50,0,0,0,0a,22,24,7c,Normal
8,15,80,8,ff,20,80,5,66,Normal
8,11,80,8,ff,8,80,9,af,Normal
8,12,80,8,ff,13,80,0d,a4,Normal
8,5,80,0,0,5c,7f,0d,e5,Normal
8,13,80,8,ff,10,80,8,1c,Normal
8,e9,7f,0,0,2c,7f,9,7b,Normal
8,0f,80,8,ff,fe,7f,0d,af,Normal
8,5,80,0,0,47,7f,0d,7d,Normal
8,50,0,0,0,2,27,2d,e4,Normal
8,17,80,0,0,48,7f,0f,c2,Normal
8,17,80,0,0,2b,7f,3,82,Normal
8,50,0,0,0,10,33,24,93,Normal
8,1f,80,8,ff,0c,80,8,b5,Normal
8,50,0,0,0,10,0b,23,5b,Normal
8,1b,80,0,0,2e,7f,3,b0,Normal
8,0,0,0,0,6,32,23,f6,Normal
8,f2,7f,0,0,4a,7f,6,19,Normal
8,12,80,0,0,31,7f,8,6e,Normal
8,0e,80,0,0,30,7f,9,fe,Normal
8,16,80,0,ff,5,80,0a,f4,Normal
8,15,80,0,ff,12,80,0b,9c,Normal
8,17,80,0,ff,16,80,0f,54,Normal
8,16,80,0,ff,26,80,1,87,Normal
8,11,80,0,ff,15,80,3,97,Normal
8,0,80,0,0,5a,7f,9,a0,Normal
8,10,80,0,ff,1a,80,0e,cd,Normal
8,0b,80,0,ff,16,80,0f,56,Normal
8,11,80,0,ff,fc,7f,1,ff,Normal
8,17,80,0,0,51,7f,1,ff,Normal
8,19,80,0,ff,7,80,2,43,Normal
8,1e,80,0,ff,15,80,3,cb,Normal
8,19,22,22,30,8,8f,6b,29,Normal
8,1a,80,0,ff,24,80,5,4b,Normal
8,15,80,0,ff,36,80,6,2b,Normal
8,11,80,0,ff,40,80,7,12,Normal
8,11,80,0,ff,2a,80,8,f6,Normal
8,5,20,4,68,73,0,0,3a,Normal
8,20,80,0,ff,ff,7f,0a,37,Normal
8,25,80,0,0,36,7f,0a,86,Normal
8,26,80,0,ff,0f,80,0b,30,Normal
8,22,80,0,ff,24,80,0c,ba,Normal
8,f2,7f,0,0,2e,7f,0c,9d,Normal
8,1e,80,0,ff,1f,80,0d,62,Normal
8,f2,7f,0,0,42,7f,0e,fd,Normal
8,0,0,0,0,6,26,2f,f3,Normal
8,15,80,0,ff,28,80,1,69,Normal
8,12,80,0,ff,18,80,2,e8,Normal
8,7,80,0,ff,0d,80,4,ba,Normal
8,19,21,22,30,8,8f,6b,3b,Normal
8,1,80,0,ff,20,80,5,c1,Normal
8,19,21,22,30,8,8f,6b,8,Normal
8,2,80,0,ff,2a,80,6,0e,Normal
8,0e,80,0,ff,23,80,7,2b,Normal
8,32,80,0,0,38,7f,7,39,Normal
8,1e,80,0,ff,1d,80,8,8,Normal
8,3b,80,0,0,3a,7f,8,0e,Normal
8,23,80,0,ff,23,80,9,4,Normal
8,22,80,0,ff,23,80,0a,7e,Normal
8,22,80,0,ff,0f,80,0b,59,Normal
8,0,0,0,0,6,26,2b,87,Normal
8,23,80,0,ff,fc,7f,0c,12,Normal
8,0,0,0,0,8,25,2c,9,Normal
8,1f,80,0,ff,5,80,0d,28,Normal
8,15,80,0,ff,1b,80,0e,76,Normal
8,db,7f,0,0,36,7f,0e,53,Normal
8,10,80,0,ff,10,80,0,64,Normal
8,18,80,0,ff,1c,80,2,86,Normal
8,1b,80,0,ff,2a,80,3,51,Normal
8,0e,80,0,0,3b,7f,3,ac,Normal
8,1d,80,0,ff,0f,80,6,52,Normal
8,0,0,0,0,6,33,28,75,Normal
8,0d,80,0,ff,2,80,9,d5,Normal
8,0,0,0,0,8,22,29,99,Normal
8,12,80,0,ff,31,80,0c,fd,Normal
8,0f,80,0,ff,0b,80,0,19,Normal
8,0,80,0,0,3b,7f,0,8a,Normal
8,12,80,0,0,2e,7f,1,5,Normal
8,17,80,0,0,2a,7f,2,10,Normal
8,0,0,0,0,4,20,24,8a,Normal
8,0e,80,0,ff,9,80,6,9,Normal
8,0,0,0,0,8,20,26,ba,Normal
8,0b,80,0,ff,7,80,7,29,Normal
8,5,80,0,0,4d,7f,8,1b,Normal
8,11,80,0,ff,39,80,9,7f,Normal
8,0,0,0,0,4,25,29,6a,Normal
8,16,80,0,ff,4b,80,0a,9d,Normal
8,0,0,0,0,6,27,2a,d6,Normal
8,16,80,0,ff,33,80,0b,c4,Normal
8,5,80,0,0,24,7f,0b,ef,Normal
8,0,0,0,0,8,20,2b,3b,Normal
8,ff,0,0,0,ff,89,9,0,Normal
8,17,80,0,ff,e5,7f,0d,2b,Normal
8,5,80,0,0,24,7f,0d,a1,Normal
8,0,0,0,0,4,29,2e,4e,Normal
8,0,0,0,0,6,32,2f,6a,Normal
8,16,80,0,ff,6,80,0,aa,Normal
8,5,80,0,0,61,7f,0,c9,Normal
8,0,0,0,0,8,21,20,b8,Normal
8,5,80,0,0,63,7f,1,d7,Normal
8,12,80,0,ff,14,80,2,e2,Normal
8,e9,7f,0,0,3a,7f,3,b4,Normal
8,0d,80,0,ff,12,80,4,4c,Normal
8,12,80,0,0,1c,7f,5,5a,Normal
8,17,80,0,ff,2,80,6,bf,Normal
8,1b,80,0,0,25,7f,6,59,Normal
8,1b,80,0,ff,15,80,7,8b,Normal
8,ff,0,0,0,ff,8b,9,0,Normal
8,1e,80,0,ff,1f,80,8,0b,Normal
8,1a,80,0,ff,0f,80,9,67,Normal
8,f2,7f,0,0,56,7f,9,b0,Normal
8,0,0,0,0,4,0f,29,dd,Normal
8,13,80,0,ff,f5,7f,0a,9,Normal
8,e5,7f,0,0,5f,7f,0a,23,Normal
8,0,0,0,0,6,2,2a,c2,Normal
8,0,0,0,0,8,5,2b,2f,Normal
8,0e,80,0,ff,29,80,0d,f6,Normal
8,0f,80,0,ff,14,80,0e,21,Normal
8,5,80,0,0,1c,7f,0e,a2,Normal
8,1d,80,0,ff,23,80,1,3b,Normal
8,1a,80,0,ff,7,80,2,a4,Normal
8,f7,7f,0,0,4e,7f,2,5f,Normal
8,17,80,0,ff,ee,7f,3,0d,Normal
8,f2,7f,0,0,5b,7f,3,e7,Normal
8,17,80,0,ff,ec,7f,4,5d,Normal
8,18,80,0,ff,9,80,7,7e,Normal
8,1e,80,0,ff,fe,7f,8,55,Normal
8,12,80,0,0,23,7f,8,75,Normal
8,1a,80,0,ff,1d,80,0a,5b,Normal
8,0,0,0,0,4,20,2b,31,Normal
8,0,0,0,0,6,21,2c,2d,Normal
8,10,80,0,ff,0e,80,0d,f4,Normal
8,e9,7f,0,0,52,7f,0d,4e,Normal
8,0,0,0,0,8,28,2d,2f,Normal
8,19,21,22,30,8,8f,6b,8,Normal
8,6,80,0,ff,24,80,0,20,Normal
8,6,80,0,ff,1c,80,1,19,Normal
8,0,80,0,0,17,7f,1,ad,Normal
8,0e,80,0,ff,22,80,2,cd,Normal
8,20,80,0,0,22,7f,2,44,Normal
8,13,80,0,ff,28,80,3,80,Normal
8,16,80,0,ff,19,80,4,40,Normal
8,5,80,0,0,47,7f,4,88,Normal
8,f7,7f,0,0,53,7f,5,91,Normal
8,13,80,0,ff,1f,80,7,56,Normal
8,1a,80,0,ff,30,80,8,d4,Normal
8,1b,80,0,0,31,7f,8,e1,Normal
8,20,80,0,ff,24,80,9,69,Normal
8,20,80,0,ff,7,80,0a,f2,Normal
8,0,80,0,0,22,7f,0a,c3,Normal
8,0,0,0,0,4,25,2a,4d,Normal
8,19,80,0,ff,ff,7f,0b,73,Normal
8,e5,7f,0,0,2a,7f,0b,ff,Normal
8,0f,80,0,ff,14,80,0c,1b,Normal
8,db,7f,0,0,39,7f,0c,ef,Normal
8,0,0,0,0,8,29,2c,7e,Normal
8,0b,80,0,ff,21,80,0d,ce,Normal
8,11,80,0,ff,14,80,0e,99,Normal
8,12,80,0,0,4c,7f,0e,ed,Normal
8,18,80,0,ff,7,80,0f,9f,Normal
8,1a,80,0,ff,10,80,0,0c,Normal
8,15,80,0,ff,24,80,1,63,Normal
8,0f,80,0,ff,2d,80,2,16,Normal
8,e9,7f,0,0,29,7f,2,3d,Normal
8,0f,80,0,ff,1b,80,4,75,Normal
8,12,80,0,ff,23,80,5,13,Normal
8,17,80,0,ff,24,80,6,8a,Normal
8,17,80,0,ff,15,80,7,30,Normal
8,0,0,0,0,6,26,27,1b,Normal
8,12,80,0,ff,9,80,8,ad,Normal
8,0,0,0,0,8,25,28,7d,Normal
8,11,80,0,ff,10,80,9,cc,Normal
8,17,80,0,ff,21,80,0a,9f,Normal
8,1d,80,0,ff,20,80,0b,65,Normal
8,1b,80,0,0,18,7f,0b,75,Normal
8,1d,80,0,ff,9,80,0c,85,Normal
8,10,80,0,ff,f8,7f,0e,1f,Normal
8,e9,7f,0,0,4a,7f,0e,7d,Normal
8,0d,80,0,ff,5,80,0f,11,Normal
8,f2,7f,0,0,4b,7f,0f,63,Normal
8,0f,80,0,ff,0b,80,1,4,Normal
8,10,80,0,ff,12,80,2,5d,Normal
8,5,80,0,0,48,7f,2,40,Normal
8,10,80,0,ff,23,80,3,e7,Normal
8,13,80,0,ff,2d,80,4,5a,Normal
8,0,0,0,0,6,33,24,e9,Normal
8,13,80,0,ff,20,80,5,c2,Normal
8,5,80,0,0,1c,7f,5,6d,Normal
8,0,0,0,0,8,22,25,5,Normal
8,11,80,0,ff,13,80,6,fb,Normal
8,11,80,0,ff,21,80,8,76,Normal
8,19,80,0,ff,16,80,0a,3c,Normal
8,1a,80,0,ff,1c,80,0b,c9,Normal
8,5,80,0,0,53,7f,0b,2d,Normal
8,1a,80,0,ff,2f,80,0c,3e,Normal
8,1a,80,0,ff,30,80,0d,bd,Normal
8,0b,80,0,ff,7,80,0f,c1,Normal
8,db,7f,0,0,24,7f,0f,55,Normal
8,1,80,0,ff,0c,80,0,92,Normal
8,db,7f,0,0,2b,7f,0,68,Normal
8,1,80,0,ff,18,80,1,91,Normal
8,0,0,0,0,6,20,21,e0,Normal
8,9,80,0,ff,16,80,2,6d,Normal
8,20,80,0,0,42,7f,2,14,Normal
8,0,0,0,0,8,20,22,ce,Normal
8,20,80,0,0,4f,7f,3,8c,Normal
8,16,80,0,ff,7,80,4,51,Normal
8,17,80,0,0,53,7f,4,95,Normal
8,1a,80,0,ff,15,80,5,ec,Normal
8,0,0,0,0,4,25,25,f6,Normal
8,1a,80,0,ff,22,80,6,69,Normal
8,0,80,0,0,25,7f,6,d5,Normal
8,0,0,0,0,6,27,26,4a,Normal
8,f2,7f,0,0,18,7f,7,7f,Normal
8,0,0,0,0,8,20,27,a7,Normal
8,e0,7f,0,0,22,7f,8,e0,Normal
8,8,80,0,ff,0c,80,9,e8,Normal
8,3,80,0,ff,12,80,0a,eb,Normal
8,6,80,0,ff,0e,80,0b,d0,Normal
8,0,0,0,0,6,32,2b,1e,Normal
8,0b,80,0,ff,0,80,0c,6c,Normal
8,0,0,0,0,8,21,2c,24,Normal
8,10,80,0,ff,5,80,0d,74,Normal
8,17,80,0,ff,33,80,0f,ed,Normal
8,18,80,0,ff,2a,80,0,91,Normal
8,16,80,0,ff,18,80,1,a6,Normal
8,11,80,0,ff,13,80,2,8f,Normal
8,18,21,22,30,8,8f,6d,3a,Normal
8,0,80,0,0,41,7f,5,a4,Normal
8,0e,80,0,ff,8,80,6,86,Normal
8,0,80,0,0,44,7f,6,0a,Normal
8,10,80,0,ff,19,80,7,b4,Normal
8,0,0,0,0,8,5,27,b3,Normal
8,15,80,0,ff,2e,80,8,99,Normal
8,12,80,0,0,3f,7f,8,67,Normal
8,18,21,22,30,8,8f,6d,7,Normal
8,11,80,0,ff,10,80,0b,f6,Normal
8,0,0,0,0,10,2,2b,c2,Normal
8,0e,80,0,ff,13,80,0c,cc,Normal
8,0,0,0,0,12,0f,2c,a9,Normal
8,5,21,64,0a,21,1e,0,6f,Normal
8,5,80,0,0,31,7f,0e,17,Normal
8,0,0,0,0,16,3,2e,e2,Normal
8,5,20,64,0a,20,1e,0,6f,Normal
8,0,0,0,0,18,8,2f,78,Normal
8,5a,7f,64,0a,0,1f,2,0,Normal
8,5,21,64,0a,21,1f,0,6f,Normal
8,0a,80,0,ff,21,80,1,0f,Normal
8,10,80,0,ff,23,80,2,fa,Normal
8,17,80,0,0,22,7f,2,1c,Normal
8,5,20,60,0a,20,1e,0,6f,Normal
8,19,20,21,30,8,8f,67,1f,Normal
8,17,80,0,0,22,7f,3,1,Normal
8,5,21,60,0a,21,1e,0,6f,Normal
8,1b,80,0,ff,16,80,5,3d,Normal
8,1a,80,0,ff,1f,80,6,c4,Normal
8,15,80,0,ff,14,80,7,5,Normal
8,e9,7f,0,0,65,7f,7,3e,Normal
8,0,40,60,ff,7e,c4,9,0,Normal
8,ff,0,0,0,ff,c4,9,0,Normal
8,0b,80,0,ff,5,80,8,91,Normal
8,db,7f,0,0,5a,7f,8,47,Normal
8,0,0,0,0,6,21,28,59,Normal
8,6,80,0,ff,7,80,9,69,Normal
8,0,0,0,0,8,28,29,5b,Normal
8,59,7f,54,0a,0,1f,2,0,Normal
8,0a,80,0,ff,10,80,0b,7a,Normal
8,0e,80,0,0,0c,7f,0b,e6,Normal
8,0f,80,0,ff,0b,80,0c,85,Normal
8,11,80,0,ff,10,80,0d,b8,Normal
8,0,0,0,0,10,33,2d,1,Normal
8,0,0,0,0,12,23,2e,91,Normal
8,19,21,21,30,8,8f,6c,19,Normal
8,0,0,0,0,14,22,2f,c5,Normal
8,10,80,0,ff,1c,80,0,6e,Normal
8,0,0,0,0,16,22,20,7d,Normal
8,0,0,0,0,18,27,21,8,Normal
8,f7,7f,0,0,13,7f,4,ec,Normal
8,0f,80,0,ff,14,80,5,ee,Normal
8,0e,80,0,0,1d,7f,5,d7,Normal
8,16,80,0,ff,0b,80,6,61,Normal
8,0,0,0,0,4,25,26,d1,Normal
8,19,80,0,ff,12,80,7,bb,Normal
8,1d,80,0,ff,1b,80,8,ea,Normal
8,1a,80,0,ff,15,80,9,70,Normal
8,15,80,0,ff,8,80,0a,96,Normal
8,0e,80,0,ff,5,80,0b,82,Normal
8,e5,7f,0,0,44,7f,0b,a6,Normal
8,0a,80,0,ff,1a,80,0d,3b,Normal
8,0,0,0,0,12,25,2d,3,Normal
8,0d,80,0,ff,19,80,0e,1e,Normal
8,0,0,0,0,14,20,2e,40,Normal
8,0,0,0,0,16,20,2f,5e,Normal
8,12,80,0,ff,18,80,0,d2,Normal
8,0,0,0,0,18,0,20,99,Normal
8,12,80,0,ff,19,80,1,40,Normal
8,0e,80,0,ff,8,80,3,ef,Normal
8,0,0,0,0,6,26,23,6f,Normal
8,0,0,0,0,8,25,24,e1,Normal
8,18,21,21,30,8,8f,6d,8,Normal
8,12,80,0,0,2c,7f,6,55,Normal
8,18,80,0,ff,26,80,7,c8,Normal
8,9,80,0,0,17,7f,7,6c,Normal
8,18,80,0,ff,10,80,8,5e,Normal
8,0,80,0,0,15,7f,8,5b,Normal
8,0,0,0,0,10,27,28,f1,Normal
8,13,80,0,ff,12,80,9,75,Normal
8,ee,7f,0,0,24,7f,9,f9,Normal
8,0,0,0,0,12,25,29,77,Normal
8,13,80,0,ff,27,80,0,21,Normal
8,0,0,0,0,6,33,20,9d,Normal
8,20,80,0,0,2d,7f,1,e5,Normal
8,0,0,0,0,8,22,21,71,Normal
8,1e,80,0,ff,1a,80,2,50,Normal
8,1a,80,0,ff,16,80,4,7d,Normal
8,f7,7f,0,0,66,7f,4,2d,Normal
8,0,80,0,0,72,7f,5,0,Normal
8,0,0,0,0,10,28,25,d3,Normal
8,19,80,0,ff,12,80,6,a6,Normal
8,fb,7f,0,0,6f,7f,6,2f,Normal
8,0,0,0,0,12,33,26,cd,Normal
8,16,80,0,ff,23,80,7,40,Normal
8,f2,7f,0,0,52,7f,7,10,Normal
8,0,0,0,0,14,20,27,b5,Normal
8,0,0,0,0,16,20,28,0d,Normal
8,0,0,0,0,18,24,29,34,Normal
8,0e,80,0,0,24,7f,0a,c7,Normal
8,1b,80,0,0,2b,7f,0b,d1,Normal
8,1d,80,0,ff,6,80,0c,3,Normal
8,0,0,0,0,6,20,2d,7c,Normal
8,1a,80,0,ff,f5,7f,0e,f2,Normal
8,0,0,0,0,8,20,2e,52,Normal
8,0e,80,0,ff,22,80,1,ea,Normal
8,0,0,0,0,4,25,21,82,Normal
8,19,21,21,30,8,8f,6c,8,Normal
8,0d,80,0,ff,22,80,2,2a,Normal
8,0,0,0,0,6,27,22,3e,Normal
8,0f,80,0,ff,0e,80,3,b7,Normal
8,19,21,21,30,8,8f,6c,2a,Normal
8,15,80,0,ff,6,80,4,39,Normal
8,0,0,0,0,6,32,27,82,Normal
8,12,80,0,ff,2,80,8,2d,Normal
8,0,80,0,0,5b,7f,8,32,Normal
8,0,0,0,0,8,21,28,50,Normal
8,10,80,0,ff,5,80,9,0,Normal
8,f7,7f,0,0,56,7f,9,84,Normal
8,0d,80,0,ff,10,80,0a,e9,Normal
8,9,80,0,ff,12,80,0b,9e,Normal
